County,County Code,Year,Intent,Deaths,Population,State,Rate
"Solano County, CA",6095,2017,Homicide,41,445458,CA,9.204010255
"Solano County, CA",6095,2018,Homicide,27,446610,CA,6.045543091
"Solano County, CA",6095,2019,Homicide,32,447643,CA,7.148553647
"Kings County, NY",36047,2009,Homicide,216,2487751,NY,8.682540978
"Kings County, NY",36047,2010,Homicide,226,2504700,NY,9.023036691
"Kings County, NY",36047,2011,Homicide,200,2532645,NY,7.896882508
"Kings County, NY",36047,2012,Homicide,154,2565635,NY,6.002412658
"Kings County, NY",36047,2013,Homicide,147,2592149,NY,5.670970303
"Kings County, NY",36047,2014,Homicide,127,2621793,NY,4.844013238
"Kings County, NY",36047,2015,Homicide,154,2636735,NY,5.840556597
"Kings County, NY",36047,2016,Homicide,145,2629150,NY,5.515090428
"Kings County, NY",36047,2017,Homicide,124,2648771,NY,4.6814164
"Kings County, NY",36047,2018,Homicide,113,2582830,NY,4.375045977
"Kings County, NY",36047,2019,Homicide,98,2559903,NY,3.828270056
"Gaston County, NC",37071,2010,Homicide,12,206086,NC,5.822811836
"Gaston County, NC",37071,2013,Homicide,16,209420,NC,7.640148983
"Gaston County, NC",37071,2015,Homicide,16,213442,NC,7.496181632
"Gaston County, NC",37071,2016,Homicide,19,216965,NC,8.757172816
"Gaston County, NC",37071,2017,Homicide,10,220182,NC,4.541697323
"Tulsa County, OK",40143,2009,Homicide,56,597748,OK,9.368496423
"Tulsa County, OK",40143,2010,Homicide,57,603403,OK,9.446423037
"Tulsa County, OK",40143,2011,Homicide,52,610599,OK,8.516227508
"Tulsa County, OK",40143,2012,Homicide,47,613816,OK,7.657017738
"Tulsa County, OK",40143,2013,Homicide,63,622409,OK,10.1219616
"Tulsa County, OK",40143,2014,Homicide,57,629598,OK,9.053395976
"Tulsa County, OK",40143,2015,Homicide,65,639242,OK,10.16829307
"Tulsa County, OK",40143,2016,Homicide,81,642940,OK,12.59837621
"Tulsa County, OK",40143,2017,Homicide,77,646266,OK,11.91459863
"Tulsa County, OK",40143,2018,Homicide,65,648360,OK,10.02529459
"Tulsa County, OK",40143,2019,Homicide,62,651552,OK,9.515740877
"Anderson County, SC",45007,2009,Homicide,12,186544,SC,6.432798696
"Anderson County, SC",45007,2010,Homicide,10,187126,SC,5.343992818
"Anderson County, SC",45007,2011,Homicide,12,188488,SC,6.366453037
"Anderson County, SC",45007,2012,Homicide,20,189355,SC,10.56217158
"Anderson County, SC",45007,2013,Homicide,19,190641,SC,9.966376593
"Anderson County, SC",45007,2014,Homicide,15,192810,SC,7.779679477
"Anderson County, SC",45007,2015,Homicide,24,194692,SC,12.3271629
"Anderson County, SC",45007,2016,Homicide,24,196569,SC,12.20945317
"Anderson County, SC",45007,2017,Homicide,11,198759,SC,5.534340583
"Anderson County, SC",45007,2018,Homicide,17,200482,SC,8.47956425
"Anderson County, SC",45007,2019,Homicide,22,202558,SC,10.8610867
"Sonoma County, CA",6097,2009,Homicide,13,479479,CA,2.711276198
"Sonoma County, CA",6097,2011,Homicide,16,488116,CA,3.277909349
"Sonoma County, CA",6097,2015,Homicide,15,502146,CA,2.987179028
"Sonoma County, CA",6097,2016,Homicide,13,503070,CA,2.584133421
"Sonoma County, CA",6097,2017,Homicide,11,504217,CA,2.181600382
"Sonoma County, CA",6097,2019,Homicide,10,494336,CA,2.022915588
"Baldwin County, GA",13009,2017,Homicide,11,44906,GA,24.49561306
"Polk County, IA",19153,2012,Homicide,11,443710,IA,2.479096707
"Polk County, IA",19153,2013,Homicide,13,451677,IA,2.878162935
"Polk County, IA",19153,2014,Homicide,13,459862,IA,2.826935037
"Polk County, IA",19153,2015,Homicide,22,467711,IA,4.703759373
"Polk County, IA",19153,2016,Homicide,22,474045,IA,4.640909618
"Polk County, IA",19153,2017,Homicide,26,481830,IA,5.396094058
"Polk County, IA",19153,2018,Homicide,18,487204,IA,3.694550948
"Polk County, IA",19153,2019,Homicide,15,490161,IA,3.060218989
"Shawnee County, KS",20177,2009,Homicide,15,176786,KS,8.484834772
"Shawnee County, KS",20177,2010,Homicide,18,177934,KS,10.11611047
"Shawnee County, KS",20177,2011,Homicide,16,178941,KS,8.941494683
"Shawnee County, KS",20177,2012,Homicide,20,178991,KS,11.17374617
"Shawnee County, KS",20177,2013,Homicide,10,178831,KS,5.591871655
"Shawnee County, KS",20177,2014,Homicide,10,178406,KS,5.60519265
"Shawnee County, KS",20177,2015,Homicide,14,178725,KS,7.833263393
"Shawnee County, KS",20177,2016,Homicide,18,178146,KS,10.10407194
"Shawnee County, KS",20177,2017,Homicide,28,178187,KS,15.71382873
"Shawnee County, KS",20177,2018,Homicide,15,177499,KS,8.450751835
"Shawnee County, KS",20177,2019,Homicide,16,176875,KS,9.045936396
"Charles County, MD",24017,2009,Homicide,11,144804,MD,7.596475235
"Charles County, MD",24017,2017,Homicide,11,159700,MD,6.88791484
"Charles County, MD",24017,2018,Homicide,14,161503,MD,8.668569624
"Ingham County, MI",26065,2011,Homicide,13,281613,MI,4.616264164
"Ingham County, MI",26065,2012,Homicide,14,281723,MI,4.969420317
"Ingham County, MI",26065,2013,Homicide,13,282234,MI,4.606106989
"Ingham County, MI",26065,2014,Homicide,11,284582,MI,3.865318256
"Ingham County, MI",26065,2015,Homicide,10,286085,MI,3.495464635
"Ingham County, MI",26065,2016,Homicide,15,288051,MI,5.207411188
"Ingham County, MI",26065,2017,Homicide,20,290186,MI,6.892131254
"Ingham County, MI",26065,2018,Homicide,12,292735,MI,4.099270671
"Ingham County, MI",26065,2019,Homicide,19,292406,MI,6.497814682
"Pike County, MS",28113,2019,Homicide,13,39288,MS,33.08898391
"Atlantic County, NJ",34001,2009,Homicide,19,274049,NJ,6.933066714
"Atlantic County, NJ",34001,2010,Homicide,16,274549,NJ,5.827739311
"Atlantic County, NJ",34001,2011,Homicide,20,274338,NJ,7.290276958
"Atlantic County, NJ",34001,2012,Homicide,30,275422,NJ,10.89237606
"Atlantic County, NJ",34001,2013,Homicide,13,275862,NJ,4.712501178
"Atlantic County, NJ",34001,2014,Homicide,15,275209,NJ,5.450403148
"Atlantic County, NJ",34001,2015,Homicide,19,274219,NJ,6.928768612
"Atlantic County, NJ",34001,2016,Homicide,21,270991,NJ,7.749334849
"Atlantic County, NJ",34001,2017,Homicide,18,269918,NJ,6.668691973
"Atlantic County, NJ",34001,2018,Homicide,18,265429,NJ,6.781474519
"Atlantic County, NJ",34001,2019,Homicide,12,263670,NJ,4.551143475
"Lea County, NM",35025,2010,Homicide,12,64727,NM,18.53940396
"Lea County, NM",35025,2011,Homicide,10,65423,NM,15.28514437
"Lea County, NM",35025,2019,Homicide,14,71070,NM,19.69888842
"Prince William County, VA",51153,2009,Homicide,13,389001,VA,3.341893723
"Prince William County, VA",51153,2011,Homicide,11,419006,VA,2.625260736
"Prince William County, VA",51153,2015,Homicide,10,451721,VA,2.213755836
"Prince William County, VA",51153,2016,Homicide,24,455210,VA,5.272291909
"Prince William County, VA",51153,2017,Homicide,13,463023,VA,2.807635906
"Prince William County, VA",51153,2019,Homicide,14,470335,VA,2.976601784
"Stanislaus County, CA",6099,2009,Homicide,35,511536,CA,6.842138188
"Stanislaus County, CA",6099,2010,Homicide,31,514453,CA,6.025817713
"Stanislaus County, CA",6099,2011,Homicide,37,518522,CA,7.135666375
"Stanislaus County, CA",6099,2012,Homicide,43,521726,CA,8.241874087
"Stanislaus County, CA",6099,2013,Homicide,32,525491,CA,6.089542923
"Stanislaus County, CA",6099,2014,Homicide,31,531997,CA,5.827100529
"Stanislaus County, CA",6099,2015,Homicide,29,538388,CA,5.386449921
"Stanislaus County, CA",6099,2016,Homicide,27,541560,CA,4.985597164
"Stanislaus County, CA",6099,2017,Homicide,26,547899,CA,4.745400156
"Stanislaus County, CA",6099,2018,Homicide,17,549815,CA,3.09194911
"Stanislaus County, CA",6099,2019,Homicide,12,550660,CA,2.179203138
"Bergen County, NJ",34003,2010,Homicide,17,905116,NJ,1.878212295
"Bergen County, NJ",34003,2011,Homicide,11,911004,NJ,1.207459023
"Bergen County, NJ",34003,2013,Homicide,11,925328,NJ,1.188767659
"Bergen County, NJ",34003,2014,Homicide,15,933572,NJ,1.606731993
"Bergen County, NJ",34003,2015,Homicide,20,938506,NJ,2.131046578
"Bergen County, NJ",34003,2017,Homicide,11,948406,NJ,1.159840828
"Bergen County, NJ",34003,2019,Homicide,11,932202,NJ,1.180001759
"Montgomery County, TX",48339,2009,Homicide,17,445836,TX,3.813061305
"Montgomery County, TX",48339,2011,Homicide,17,471734,TX,3.603725829
"Montgomery County, TX",48339,2012,Homicide,19,485047,TX,3.917146173
"Montgomery County, TX",48339,2013,Homicide,15,499137,TX,3.005186953
"Montgomery County, TX",48339,2014,Homicide,14,518947,TX,2.697770678
"Montgomery County, TX",48339,2015,Homicide,14,537559,TX,2.604365288
"Montgomery County, TX",48339,2016,Homicide,16,556203,TX,2.876647555
"Montgomery County, TX",48339,2017,Homicide,26,570934,TX,4.553941436
"Montgomery County, TX",48339,2018,Homicide,18,590925,TX,3.046071837
"Montgomery County, TX",48339,2019,Homicide,29,607391,TX,4.774519214
"Sutter County, CA",6101,2016,Homicide,11,96651,CA,11.38115488
"Frederick County, MD",24021,2009,Homicide,10,230942,MD,4.330091538
"Burlington County, NJ",34005,2009,Homicide,10,447391,NJ,2.235181307
"Burlington County, NJ",34005,2010,Homicide,10,448734,NJ,2.228491712
"Burlington County, NJ",34005,2011,Homicide,10,449576,NJ,2.224318024
"Burlington County, NJ",34005,2013,Homicide,10,450838,NJ,2.218091643
"Burlington County, NJ",34005,2014,Homicide,14,449722,NJ,3.113034275
"Burlington County, NJ",34005,2016,Homicide,21,449284,NJ,4.674103685
"Burlington County, NJ",34005,2017,Homicide,13,448596,NJ,2.897930432
"Burlington County, NJ",34005,2019,Homicide,14,445349,NJ,3.143601984
"Beaufort County, SC",45013,2012,Homicide,13,168049,SC,7.735838952
"Beaufort County, SC",45013,2015,Homicide,19,179589,SC,10.57971257
"Beaufort County, SC",45013,2016,Homicide,13,183149,SC,7.098045853
"Beaufort County, SC",45013,2018,Homicide,11,188715,SC,5.828895424
"Beaufort County, SC",45013,2019,Homicide,15,192122,SC,7.80753896
"Collin County, TX",48085,2009,Homicide,13,765791,TX,1.697591118
"Collin County, TX",48085,2010,Homicide,12,782341,TX,1.533857998
"Collin County, TX",48085,2011,Homicide,16,812226,TX,1.969895078
"Collin County, TX",48085,2012,Homicide,10,834642,TX,1.198118475
"Collin County, TX",48085,2013,Homicide,16,854778,TX,1.871831049
"Collin County, TX",48085,2014,Homicide,13,885241,TX,1.46852665
"Collin County, TX",48085,2015,Homicide,21,914127,TX,2.297273792
"Collin County, TX",48085,2016,Homicide,28,939585,TX,2.98003906
"Collin County, TX",48085,2017,Homicide,27,969603,TX,2.784644849
"Collin County, TX",48085,2018,Homicide,18,1005146,TX,1.790784622
"Collin County, TX",48085,2019,Homicide,11,1034730,TX,1.063079257
"Camden County, NJ",34007,2009,Homicide,43,513668,NJ,8.371165811
"Camden County, NJ",34007,2010,Homicide,40,513657,NJ,7.787297749
"Camden County, NJ",34007,2011,Homicide,56,513241,NJ,10.91105348
"Camden County, NJ",34007,2012,Homicide,72,513539,NJ,14.02035678
"Camden County, NJ",34007,2013,Homicide,55,512854,NJ,10.7242997
"Camden County, NJ",34007,2014,Homicide,40,511038,NJ,7.827206587
"Camden County, NJ",34007,2015,Homicide,38,510923,NJ,7.437519939
"Camden County, NJ",34007,2016,Homicide,54,510150,NJ,10.58512202
"Camden County, NJ",34007,2017,Homicide,36,510719,NJ,7.048885982
"Camden County, NJ",34007,2018,Homicide,35,507078,NJ,6.902291166
"Camden County, NJ",34007,2019,Homicide,31,506471,NJ,6.120784803
"McKinley County, NM",35031,2009,Homicide,11,70567,NM,15.58802273
"McKinley County, NM",35031,2010,Homicide,13,71492,NM,18.18385274
"McKinley County, NM",35031,2011,Homicide,13,73664,NM,17.64769765
"McKinley County, NM",35031,2012,Homicide,13,73016,NM,17.80431686
"McKinley County, NM",35031,2014,Homicide,12,74098,NM,16.19476909
"McKinley County, NM",35031,2015,Homicide,10,76708,NM,13.03644991
"McKinley County, NM",35031,2016,Homicide,13,74923,NM,17.35114718
"McKinley County, NM",35031,2018,Homicide,15,72290,NM,20.74975792
"McKinley County, NM",35031,2019,Homicide,12,71367,NM,16.81449409
"Monroe County, NY",36055,2009,Homicide,31,743386,NY,4.170108127
"Monroe County, NY",36055,2010,Homicide,50,744344,NY,6.717324248
"Monroe County, NY",36055,2011,Homicide,44,745625,NY,5.90108969
"Monroe County, NY",36055,2012,Homicide,37,747813,NY,4.947761004
"Monroe County, NY",36055,2013,Homicide,49,749606,NY,6.536767315
"Monroe County, NY",36055,2014,Homicide,36,749857,NY,4.800915375
"Monroe County, NY",36055,2015,Homicide,44,749600,NY,5.869797225
"Monroe County, NY",36055,2016,Homicide,52,747727,NY,6.954409831
"Monroe County, NY",36055,2017,Homicide,38,747642,NY,5.082646507
"Monroe County, NY",36055,2018,Homicide,37,742474,NY,4.983339484
"Monroe County, NY",36055,2019,Homicide,41,741770,NY,5.527319789
"Berkeley County, SC",45015,2009,Homicide,11,175092,SC,6.282411532
"Berkeley County, SC",45015,2013,Homicide,12,194020,SC,6.184929389
"Berkeley County, SC",45015,2014,Homicide,16,198205,SC,8.072450241
"Berkeley County, SC",45015,2015,Homicide,10,202786,SC,4.931306895
"Berkeley County, SC",45015,2016,Homicide,17,210898,SC,8.060768713
"Berkeley County, SC",45015,2017,Homicide,13,217937,SC,5.96502659
"Berkeley County, SC",45015,2018,Homicide,12,221091,SC,5.427629347
"Berkeley County, SC",45015,2019,Homicide,24,227907,SC,10.53061117
"McLean County, IL",17113,2018,Homicide,11,172828,IL,6.364709422
"Harford County, MD",24025,2015,Homicide,11,250290,MD,4.394901914
"Harford County, MD",24025,2016,Homicide,11,251032,MD,4.381911469
"Harford County, MD",24025,2017,Homicide,14,252160,MD,5.552030457
"Harford County, MD",24025,2019,Homicide,12,255441,MD,4.697757995
"Guilford County, NC",37081,2009,Homicide,24,484180,NC,4.956834235
"Guilford County, NC",37081,2010,Homicide,26,488406,NC,5.323439925
"Guilford County, NC",37081,2011,Homicide,38,495279,NC,7.672443209
"Guilford County, NC",37081,2012,Homicide,31,500879,NC,6.189119528
"Guilford County, NC",37081,2013,Homicide,33,506610,NC,6.513886422
"Guilford County, NC",37081,2014,Homicide,28,512119,NC,5.467479238
"Guilford County, NC",37081,2015,Homicide,39,517600,NC,7.534775889
"Guilford County, NC",37081,2016,Homicide,44,521330,NC,8.439951662
"Guilford County, NC",37081,2017,Homicide,50,526953,NC,9.488512258
"Guilford County, NC",37081,2018,Homicide,50,533670,NC,9.369085765
"Guilford County, NC",37081,2019,Homicide,60,537174,NC,11.16956517
"Hamilton County, TN",47065,2009,Homicide,19,332659,TN,5.711554475
"Hamilton County, TN",47065,2010,Homicide,21,336463,TN,6.2413995
"Hamilton County, TN",47065,2011,Homicide,35,340855,TN,10.2682959
"Hamilton County, TN",47065,2012,Homicide,27,345545,TN,7.813743507
"Hamilton County, TN",47065,2013,Homicide,21,348673,TN,6.022835149
"Hamilton County, TN",47065,2014,Homicide,31,351220,TN,8.82637663
"Hamilton County, TN",47065,2015,Homicide,26,354098,TN,7.342600071
"Hamilton County, TN",47065,2016,Homicide,41,357738,TN,11.46090155
"Hamilton County, TN",47065,2017,Homicide,31,361613,TN,8.57270065
"Hamilton County, TN",47065,2018,Homicide,34,364286,TN,9.333326013
"Hamilton County, TN",47065,2019,Homicide,36,367804,TN,9.787821775
"Tulare County, CA",6107,2009,Homicide,30,436987,CA,6.865192786
"Tulare County, CA",6107,2010,Homicide,37,442179,CA,8.367652014
"Tulare County, CA",6107,2011,Homicide,34,449253,CA,7.568118632
"Tulare County, CA",6107,2012,Homicide,36,451977,CA,7.965007069
"Tulare County, CA",6107,2013,Homicide,42,454143,CA,9.248188346
"Tulare County, CA",6107,2014,Homicide,38,458198,CA,8.293357893
"Tulare County, CA",6107,2015,Homicide,49,459863,CA,10.65534735
"Tulare County, CA",6107,2016,Homicide,32,460437,CA,6.949919316
"Tulare County, CA",6107,2017,Homicide,38,464493,CA,8.180962899
"Tulare County, CA",6107,2018,Homicide,34,465861,CA,7.298314304
"Tulare County, CA",6107,2019,Homicide,28,466195,CA,6.006070421
"Macon County, IL",17115,2011,Homicide,13,110730,IL,11.74026912
"Macon County, IL",17115,2017,Homicide,10,105801,IL,9.451706506
"Macon County, IL",17115,2019,Homicide,11,104009,IL,10.57600785
"Scott County, IA",19163,2017,Homicide,10,172509,IA,5.796799008
"Howard County, MD",24027,2019,Homicide,14,325690,MD,4.298566121
"Jackson County, MI",26075,2018,Homicide,11,158823,MI,6.925949012
"Cumberland County, NJ",34011,2010,Homicide,13,156898,NJ,8.285637803
"Cumberland County, NJ",34011,2011,Homicide,12,157095,NJ,7.638689965
"Cumberland County, NJ",34011,2014,Homicide,17,157389,NJ,10.80126311
"Cumberland County, NJ",34011,2015,Homicide,17,155854,NJ,10.90764433
"Cumberland County, NJ",34011,2016,Homicide,12,153797,NJ,7.802492896
"Cumberland County, NJ",34011,2017,Homicide,13,152538,NJ,8.522466533
"Cumberland County, NJ",34011,2018,Homicide,14,150972,NJ,9.273242721
"Nassau County, NY",36059,2009,Homicide,39,1332088,NY,2.927734504
"Nassau County, NY",36059,2010,Homicide,35,1339532,NY,2.612852847
"Nassau County, NY",36059,2011,Homicide,25,1344436,NY,1.859515812
"Nassau County, NY",36059,2012,Homicide,38,1349233,NY,2.816414956
"Nassau County, NY",36059,2013,Homicide,28,1352146,NY,2.070782297
"Nassau County, NY",36059,2014,Homicide,22,1358627,NY,1.619281819
"Nassau County, NY",36059,2015,Homicide,22,1361350,NY,1.616042899
"Nassau County, NY",36059,2016,Homicide,26,1361500,NY,1.909658465
"Nassau County, NY",36059,2017,Homicide,30,1369514,NY,2.19055811
"Nassau County, NY",36059,2018,Homicide,19,1358343,NY,1.398763052
"Nassau County, NY",36059,2019,Homicide,17,1356924,NY,1.252833615
"Halifax County, NC",37083,2011,Homicide,11,54173,NC,20.30531815
"Halifax County, NC",37083,2017,Homicide,12,51310,NC,23.38725395
"Halifax County, NC",37083,2018,Homicide,10,50574,NC,19.77300589
"Charleston County, SC",45019,2009,Homicide,27,346795,SC,7.785579377
"Charleston County, SC",45019,2010,Homicide,40,350209,SC,11.42175101
"Charleston County, SC",45019,2011,Homicide,29,357704,SC,8.10726187
"Charleston County, SC",45019,2012,Homicide,41,365162,SC,11.22789337
"Charleston County, SC",45019,2013,Homicide,31,372803,SC,8.315383728
"Charleston County, SC",45019,2014,Homicide,43,381015,SC,11.28564492
"Charleston County, SC",45019,2015,Homicide,53,389262,SC,13.61550832
"Charleston County, SC",45019,2016,Homicide,51,396484,SC,12.86306635
"Charleston County, SC",45019,2017,Homicide,49,401438,SC,12.206119
"Charleston County, SC",45019,2018,Homicide,50,405905,SC,12.31815326
"Charleston County, SC",45019,2019,Homicide,51,411406,SC,12.39651342
"Bibb County, GA",13021,2009,Homicide,18,155154,GA,11.6013767
"Bibb County, GA",13021,2010,Homicide,24,155547,GA,15.42942005
"Bibb County, GA",13021,2011,Homicide,13,156433,GA,8.310267015
"Bibb County, GA",13021,2012,Homicide,23,156462,GA,14.70005497
"Bibb County, GA",13021,2013,Homicide,14,154721,GA,9.048545446
"Bibb County, GA",13021,2014,Homicide,19,153905,GA,12.34527793
"Bibb County, GA",13021,2015,Homicide,27,153721,GA,17.56428855
"Bibb County, GA",13021,2016,Homicide,14,152760,GA,9.164702802
"Bibb County, GA",13021,2017,Homicide,26,152862,GA,17.00880533
"Bibb County, GA",13021,2018,Homicide,36,153095,GA,23.51481107
"Bibb County, GA",13021,2019,Homicide,25,153159,GA,16.32290626
"St. Joseph County, IN",18141,2009,Homicide,17,266827,IN,6.371169334
"St. Joseph County, IN",18141,2011,Homicide,15,266700,IN,5.624296963
"St. Joseph County, IN",18141,2012,Homicide,22,266344,IN,8.259994593
"St. Joseph County, IN",18141,2013,Homicide,13,266709,IN,4.874226217
"St. Joseph County, IN",18141,2014,Homicide,21,267618,IN,7.847005807
"St. Joseph County, IN",18141,2015,Homicide,22,268441,IN,8.195469396
"St. Joseph County, IN",18141,2016,Homicide,20,269141,IN,7.431049153
"St. Joseph County, IN",18141,2017,Homicide,24,270434,IN,8.874623753
"St. Joseph County, IN",18141,2018,Homicide,22,270771,IN,8.124946911
"St. Joseph County, IN",18141,2019,Homicide,16,271826,IN,5.886118326
"Kalamazoo County, MI",26077,2009,Homicide,11,249023,MI,4.417262662
"Kalamazoo County, MI",26077,2010,Homicide,12,250331,MI,4.793653203
"Kalamazoo County, MI",26077,2012,Homicide,12,254580,MI,4.713646005
"Kalamazoo County, MI",26077,2013,Homicide,12,256725,MI,4.674262343
"Kalamazoo County, MI",26077,2015,Homicide,11,260263,MI,4.22649397
"Kalamazoo County, MI",26077,2016,Homicide,11,261654,MI,4.204025163
"Kalamazoo County, MI",26077,2017,Homicide,15,262985,MI,5.703747362
"Kalamazoo County, MI",26077,2018,Homicide,11,264870,MI,4.152980708
"Kalamazoo County, MI",26077,2019,Homicide,13,265066,MI,4.904438894
"Essex County, NJ",34013,2009,Homicide,114,781943,NJ,14.57906778
"Essex County, NJ",34013,2010,Homicide,118,783969,NJ,15.05161556
"Essex County, NJ",34013,2011,Homicide,128,785137,NJ,16.30288727
"Essex County, NJ",34013,2012,Homicide,124,787744,NJ,15.74115449
"Essex County, NJ",34013,2013,Homicide,138,789565,NJ,17.47797838
"Essex County, NJ",34013,2014,Homicide,113,795723,NJ,14.20092168
"Essex County, NJ",34013,2015,Homicide,128,797434,NJ,16.05148514
"Essex County, NJ",34013,2016,Homicide,115,796914,NJ,14.4306663
"Essex County, NJ",34013,2017,Homicide,108,808285,NJ,13.36162368
"Essex County, NJ",34013,2018,Homicide,92,799767,NJ,11.50335035
"Essex County, NJ",34013,2019,Homicide,71,798975,NJ,8.886385682
"New York County, NY",36061,2009,Homicide,61,1583431,NY,3.852393947
"New York County, NY",36061,2010,Homicide,50,1585873,NY,3.152837585
"New York County, NY",36061,2011,Homicide,74,1601948,NY,4.61937591
"New York County, NY",36061,2012,Homicide,53,1619090,NY,3.273443725
"New York County, NY",36061,2013,Homicide,38,1626159,NY,2.336794864
"New York County, NY",36061,2014,Homicide,35,1636268,NY,2.139013902
"New York County, NY",36061,2015,Homicide,40,1644518,NY,2.432323635
"New York County, NY",36061,2016,Homicide,42,1643734,NY,2.555157951
"New York County, NY",36061,2017,Homicide,38,1664727,NY,2.282656556
"New York County, NY",36061,2018,Homicide,23,1628701,NY,1.412168348
"New York County, NY",36061,2019,Homicide,37,1628706,NY,2.271742107
"Harnett County, NC",37085,2010,Homicide,16,114678,NC,13.95210938
"Harnett County, NC",37085,2013,Homicide,11,124987,NC,8.800915295
"Harnett County, NC",37085,2016,Homicide,11,130881,NC,8.404581261
"Harnett County, NC",37085,2017,Homicide,10,132754,NC,7.532729711
"Harnett County, NC",37085,2018,Homicide,10,134214,NC,7.450787548
"Hardeman County, TN",47069,2016,Homicide,10,25435,TN,39.31590328
"Ventura County, CA",6111,2009,Homicide,26,815130,CA,3.189675267
"Ventura County, CA",6111,2010,Homicide,20,823318,CA,2.429195038
"Ventura County, CA",6111,2011,Homicide,15,831771,CA,1.803380979
"Ventura County, CA",6111,2012,Homicide,19,835981,CA,2.272778927
"Ventura County, CA",6111,2013,Homicide,34,839620,CA,4.049450942
"Ventura County, CA",6111,2014,Homicide,23,846178,CA,2.718104229
"Ventura County, CA",6111,2015,Homicide,27,850536,CA,3.174468806
"Ventura County, CA",6111,2016,Homicide,31,849738,CA,3.648183322
"Ventura County, CA",6111,2017,Homicide,28,854223,CA,3.277832603
"Ventura County, CA",6111,2018,Homicide,39,850967,CA,4.583021433
"Ventura County, CA",6111,2019,Homicide,27,846006,CA,3.191466727
"Madison County, IL",17119,2009,Homicide,13,268978,IL,4.833109028
"Madison County, IL",17119,2010,Homicide,12,269282,IL,4.456294888
"Madison County, IL",17119,2011,Homicide,11,268459,IL,4.097459947
"Madison County, IL",17119,2014,Homicide,13,266560,IL,4.87695078
"Madison County, IL",17119,2015,Homicide,12,266209,IL,4.507736403
"Madison County, IL",17119,2016,Homicide,11,265759,IL,4.139088422
"Madison County, IL",17119,2018,Homicide,17,264461,IL,6.428168993
"Madison County, IL",17119,2019,Homicide,15,262966,IL,5.704159473
"Montgomery County, MD",24031,2009,Homicide,21,959013,MD,2.189751338
"Montgomery County, MD",24031,2010,Homicide,17,971777,MD,1.749372541
"Montgomery County, MD",24031,2011,Homicide,22,989794,MD,2.22268472
"Montgomery County, MD",24031,2012,Homicide,17,1004709,MD,1.69203222
"Montgomery County, MD",24031,2013,Homicide,14,1016677,MD,1.377035184
"Montgomery County, MD",24031,2014,Homicide,29,1030447,MD,2.814312624
"Montgomery County, MD",24031,2015,Homicide,30,1040116,MD,2.884293675
"Montgomery County, MD",24031,2016,Homicide,16,1043863,MD,1.532768189
"Montgomery County, MD",24031,2017,Homicide,24,1058810,MD,2.26669563
"Montgomery County, MD",24031,2018,Homicide,26,1052567,MD,2.470151544
"Montgomery County, MD",24031,2019,Homicide,22,1050688,MD,2.093866114
"Gloucester County, NJ",34015,2013,Homicide,14,290265,NJ,4.823178819
"Gloucester County, NJ",34015,2016,Homicide,12,292330,NJ,4.104949885
"Niagara County, NY",36063,2016,Homicide,12,211758,NY,5.666846117
"Yolo County, CA",6113,2017,Homicide,10,219116,CA,4.563792694
"Alachua County, FL",12001,2009,Homicide,10,246657,FL,4.054212935
"Alachua County, FL",12001,2010,Homicide,18,247336,FL,7.277549568
"Alachua County, FL",12001,2011,Homicide,11,249365,FL,4.411204459
"Alachua County, FL",12001,2012,Homicide,13,251417,FL,5.170692515
"Alachua County, FL",12001,2013,Homicide,15,253451,FL,5.918303735
"Alachua County, FL",12001,2017,Homicide,12,266944,FL,4.495324862
"Alachua County, FL",12001,2018,Homicide,17,269956,FL,6.297322527
"Prince George's County, MD",24033,2009,Homicide,104,856161,MD,12.14724801
"Prince George's County, MD",24033,2010,Homicide,108,863420,MD,12.50839684
"Prince George's County, MD",24033,2011,Homicide,97,871233,MD,11.13364622
"Prince George's County, MD",24033,2012,Homicide,78,881138,MD,8.852188874
"Prince George's County, MD",24033,2013,Homicide,69,890081,MD,7.75210346
"Prince George's County, MD",24033,2014,Homicide,66,904430,MD,7.297413841
"Prince George's County, MD",24033,2015,Homicide,102,909535,MD,11.21452171
"Prince George's County, MD",24033,2016,Homicide,122,908049,MD,13.43539831
"Prince George's County, MD",24033,2017,Homicide,94,912756,MD,10.29848065
"Prince George's County, MD",24033,2018,Homicide,92,909308,MD,10.11758392
"Prince George's County, MD",24033,2019,Homicide,90,909327,MD,9.897429638
"Kent County, MI",26081,2009,Homicide,17,601437,MI,2.826563713
"Kent County, MI",26081,2010,Homicide,14,602622,MI,2.323181032
"Kent County, MI",26081,2011,Homicide,25,608453,MI,4.108780793
"Kent County, MI",26081,2012,Homicide,21,614462,MI,3.417623873
"Kent County, MI",26081,2013,Homicide,22,621700,MI,3.538684253
"Kent County, MI",26081,2014,Homicide,17,629237,MI,2.701684739
"Kent County, MI",26081,2015,Homicide,14,636369,MI,2.199981457
"Kent County, MI",26081,2016,Homicide,20,642173,MI,3.114425552
"Kent County, MI",26081,2017,Homicide,23,648594,MI,3.546132095
"Kent County, MI",26081,2018,Homicide,23,653786,MI,3.517970712
"Kent County, MI",26081,2019,Homicide,27,656955,MI,4.109870539
"Hudson County, NJ",34017,2009,Homicide,30,628572,NJ,4.772722934
"Hudson County, NJ",34017,2010,Homicide,38,634266,NJ,5.991177203
